city,county,model_year,make,model,electric_vehicle_type,n_cars
Bothell,Snohomish,2019,HYUNDAI,KONA,Battery Electric Vehicle (BEV),1
Bothell,Snohomish,2019,HYUNDAI,IONIQ,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2019,BMW,I8,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2019,BMW,I3,Battery Electric Vehicle (BEV),1
Bothell,Snohomish,2018,SMART,EQ FORTWO,Battery Electric Vehicle (BEV),1
Bothell,Snohomish,2018,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2017,HYUNDAI,SONATA,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2018,MERCEDES-BENZ,C-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2018,KIA,OPTIMA,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2017,TESLA,MODEL 3,Battery Electric Vehicle (BEV),1
Bothell,Snohomish,2017,KIA,OPTIMA,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2014,HONDA,ACCORD,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2013,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2022,LINCOLN,AVIATOR,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2023,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2022,VOLVO,XC40,Battery Electric Vehicle (BEV),1
Bothell,King,2022,RIVIAN,R1S,Battery Electric Vehicle (BEV),1
Bothell,King,2022,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2022,LUCID,AIR,Battery Electric Vehicle (BEV),1
Bothell,King,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2013,SMART,FORTWO ELECTRIC DRIVE,Battery Electric Vehicle (BEV),1
Bothell,King,2022,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2022,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),1
Bothell,King,2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2022,AUDI,Q4,Battery Electric Vehicle (BEV),1
Bothell,King,2022,AUDI,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),1
Bothell,King,2022,AUDI,E-TRON,Battery Electric Vehicle (BEV),1
Bothell,King,2023,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2023,FORD,F-150,Battery Electric Vehicle (BEV),1
Bothell,King,2023,FORD,TRANSIT,Battery Electric Vehicle (BEV),1
Bothell,King,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),1
Bothell,King,2023,HYUNDAI,SANTA FE,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2023,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2023,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2023,LUCID,AIR,Battery Electric Vehicle (BEV),1
Bothell,King,2023,MERCEDES-BENZ,EQE-CLASS SUV,Battery Electric Vehicle (BEV),1
Bothell,King,2023,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2023,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),1
Bothell,King,2023,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),1
Bothell,King,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),1
Bothell,King,2023,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2024,AUDI,Q8,Battery Electric Vehicle (BEV),1
Bothell,King,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2013,FIAT,500,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2024,AUDI,Q8,Battery Electric Vehicle (BEV),1
Brewster,Okanogan,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),1
Burlington,Skagit,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),1
Buckley,Pierce,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1
Buckley,Pierce,2023,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),1
Buckley,Pierce,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2023,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),1
Buckley,Pierce,2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1
Buckley,Pierce,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),1
Buckley,Pierce,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2022,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),1
Buckley,Pierce,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2022,POLESTAR,PS2,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2022,LINCOLN,CORSAIR,Plug-in Hybrid Electric Vehicle (PHEV),1
Buckley,Pierce,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),1
Buckley,Pierce,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),1
Buckley,Pierce,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2014,CADILLAC,ELR,Plug-in Hybrid Electric Vehicle (PHEV),1
Burbank,Walla Walla,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2013,SMART,FORTWO ELECTRIC DRIVE,Battery Electric Vehicle (BEV),1
Burien,King,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Burbank,Walla Walla,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),1
Burbank,Walla Walla,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),1
Burbank,Walla Walla,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),1
Burbank,Walla Walla,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),1
Burbank,Walla Walla,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2023,MERCEDES-BENZ,EQS-CLASS SEDAN,Battery Electric Vehicle (BEV),1
Burbank,Walla Walla,2017,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),1
Burbank,Walla Walla,2014,FORD,FOCUS,Battery Electric Vehicle (BEV),1
Buena Park,Orange,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),1
Bucoda,Thurston,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2023,NISSAN,ARIYA,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2022,KIA,NIRO,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2022,KIA,EV6,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),1
Buckley,Pierce,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),1
Buckley,Pierce,2018,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),1
Buckley,Pierce,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1
Buckley,Pierce,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2017,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),1
Buckley,Pierce,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),1
Buckley,Pierce,2016,FIAT,500,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),1
Buckley,Pierce,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),1
Buckley,Pierce,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),1
Buckley,Pierce,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),1
Buckley,Pierce,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2019,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),1
Buckley,Pierce,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2019,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1
Buckley,Pierce,2020,KIA,NIRO,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2021,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1
Buckley,Pierce,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2022,AUDI,E-TRON,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2022,FORD,F-150,Battery Electric Vehicle (BEV),1
Burien,King,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Burien,King,2022,MERCEDES-BENZ,EQS-CLASS SEDAN,Battery Electric Vehicle (BEV),1
Burien,King,2023,FORD,TRANSIT,Battery Electric Vehicle (BEV),1
Burien,King,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2023,AUDI,E-TRON,Battery Electric Vehicle (BEV),1
Burien,King,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2022,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2022,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2022,LUCID,AIR,Battery Electric Vehicle (BEV),1
Burien,King,2023,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2022,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2022,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),1
Burien,King,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),1
Burien,King,2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2022,BMW,IX,Battery Electric Vehicle (BEV),1
Burien,King,2023,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2023,MERCEDES-BENZ,EQB-CLASS,Battery Electric Vehicle (BEV),1
Burien,King,2014,SMART,FORTWO ELECTRIC DRIVE,Battery Electric Vehicle (BEV),1
Burien,King,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),1
Burlington,Skagit,2013,FIAT,500,Battery Electric Vehicle (BEV),1
Burlington,Skagit,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),1
Burlington,Skagit,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),1
Burlington,Skagit,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),1
Burke,Fairfax,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),1
Burke,Fairfax,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2023,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2023,MINI,HARDTOP,Battery Electric Vehicle (BEV),1
Burien,King,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),1
Burien,King,2023,VOLVO,C40,Battery Electric Vehicle (BEV),1
Burien,King,2023,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2023,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Burien,King,2023,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),1
Burien,King,2023,POLESTAR,PS2,Battery Electric Vehicle (BEV),1
Burien,King,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2022,AUDI,E-TRON GT,Battery Electric Vehicle (BEV),1
Burien,King,2022,AUDI,E-TRON,Battery Electric Vehicle (BEV),1
Burien,King,2016,HYUNDAI,SONATA,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2017,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2017,TESLA,MODEL 3,Battery Electric Vehicle (BEV),1
Burien,King,2017,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Burien,King,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2015,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),1
Burien,King,2015,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2014,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2018,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2018,BMW,I3,Battery Electric Vehicle (BEV),1
Burien,King,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),1
Burien,King,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),1
Burien,King,2019,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2019,FIAT,500,Battery Electric Vehicle (BEV),1
Burien,King,2019,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),1
Burien,King,2020,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),1
Burien,King,2020,LINCOLN,AVIATOR,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),1
Burien,King,2020,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2020,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),1
Burien,King,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),1
Burien,King,2021,MINI,HARDTOP,Battery Electric Vehicle (BEV),1
Burien,King,2021,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),1
Buckley,Pierce,2014,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),1
Buckley,Pierce,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),1
Brewster,Okanogan,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2022,KIA,EV6,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2022,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),1
Brier,Snohomish,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2022,MINI,HARDTOP,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2022,LINCOLN,CORSAIR,Plug-in Hybrid Electric Vehicle (PHEV),1
Brier,Snohomish,2022,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1
Brier,Snohomish,2022,FORD,F-150,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),1
Brier,Snohomish,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),1
Brier,Snohomish,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),1
Brier,Snohomish,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2023,BMW,I4,Battery Electric Vehicle (BEV),1
Brinnon,Jefferson,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),1
Brier,Snohomish,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),1
Brinnon,Jefferson,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Brinnon,Jefferson,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),1
Brinnon,Jefferson,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),1
Brier,Snohomish,2024,LEXUS,NX,Plug-in Hybrid Electric Vehicle (PHEV),1
Brier,Snohomish,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),1
Brier,Snohomish,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2023,NISSAN,ARIYA,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2023,BMW,IX,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2023,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1
Brier,Snohomish,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2023,FORD,F-150,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2023,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2021,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),1
Brier,Snohomish,2020,VOLVO,V60,Plug-in Hybrid Electric Vehicle (PHEV),1
Brier,Snohomish,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),1
Brier,Snohomish,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),1
Brier,Snohomish,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),1
Brier,Snohomish,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),1
Brier,Snohomish,2014,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),1
Brier,Snohomish,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2014,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2014,BMW,I3,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),1
Brier,Snohomish,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2011,TESLA,ROADSTER,Battery Electric Vehicle (BEV),1
Bridgeport Bar,Douglas,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),1
Bridgeport,Douglas,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),1
Brewster,Okanogan,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),1
Brewster,Okanogan,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),1
Brewster,Okanogan,2021,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),1
Brier,Snohomish,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),1
Brier,Snohomish,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),1
Brier,Snohomish,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2017,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1
Brier,Snohomish,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2019,KIA,NIRO,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2019,MERCEDES-BENZ,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),1
Brier,Snohomish,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2020,KIA,NIRO,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),1
Brier,Snohomish,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),1
Brinnon,Jefferson,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),1
Brinnon,Jefferson,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2014,CADILLAC,ELR,Plug-in Hybrid Electric Vehicle (PHEV),1
Brush Prairie,Clark,2022,AUDI,E-TRON GT,Battery Electric Vehicle (BEV),1
Brush Prairie,Clark,2022,HYUNDAI,SANTA FE,Plug-in Hybrid Electric Vehicle (PHEV),1
Brush Prairie,Clark,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),1
Brush Prairie,Clark,2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),1
Brush Prairie,Clark,2022,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),1
Brush Prairie,Clark,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),1
Brush Prairie,Clark,2022,BMW,IX,Battery Electric Vehicle (BEV),1
Brush Prairie,Clark,2022,AUDI,E-TRON,Battery Electric Vehicle (BEV),1
Brush Prairie,Clark,2022,LEXUS,NX,Plug-in Hybrid Electric Vehicle (PHEV),1
Brush Prairie,Clark,2021,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),1
Brush Prairie,Clark,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Brush Prairie,Clark,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),1
Brush Prairie,Clark,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),1
Brush Prairie,Clark,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),1
Brush Prairie,Clark,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Brush Prairie,Clark,2022,KIA,NIRO,Battery Electric Vehicle (BEV),1
Brush Prairie,Clark,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),1
Brinnon,Jefferson,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),1
Brush Prairie,Clark,2023,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1
Buckley,Pierce,2013,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),1
Buckley,Pierce,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2013,FIAT,500,Battery Electric Vehicle (BEV),1
Buckley,Pierce,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),1
Buckley,Pierce,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Brush Prairie,Clark,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),1
Brush Prairie,Clark,2022,VOLVO,XC40,Battery Electric Vehicle (BEV),1
Brush Prairie,Clark,2023,HYUNDAI,IONIQ 6,Battery Electric Vehicle (BEV),1
Brush Prairie,Clark,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),1
Brush Prairie,Clark,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),1
Brush Prairie,Clark,2023,BMW,I4,Battery Electric Vehicle (BEV),1
Brush Prairie,Clark,2023,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),1
Brush Prairie,Clark,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1
Brush Prairie,Clark,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),1
Brush Prairie,Clark,2019,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),1
Brush Prairie,Clark,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),1
Brush Prairie,Clark,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),1
Brush Prairie,Clark,2014,SMART,FORTWO ELECTRIC DRIVE,Battery Electric Vehicle (BEV),1
Brush Prairie,Clark,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),1
Brush Prairie,Clark,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),1
